fea.net.0.weight                                        shape=(8, 3, 3, 3)                 numel=216
blocks.6.1.layer.1.fn.dwconv.depthwise_conv.0.weight    shape=(96, 1, 5, 5)                numel=2400
blocks.6.1.layer.1.fn.dwconv.depthwise_conv.0.bias      shape=(96,)                        numel=96
blocks.6.1.layer.1.fn.fc2.weight                        shape=(48, 96)                     numel=4608
blocks.6.1.layer.1.fn.fc2.bias                          shape=(48,)                        numel=48
blocks.7.0.means                                        shape=(128, 48)                    numel=6144
blocks.7.0.initted                                      shape=()                           numel=1
blocks.7.0.norm.weight                                  shape=(48,)                        numel=48
blocks.7.0.norm.bias                                    shape=(48,)                        numel=48
blocks.7.0.mlp.norm.weight                              shape=(48,)                        numel=48
blocks.7.0.mlp.norm.bias                                shape=(48,)                        numel=48
blocks.7.0.mlp.fn.fc1.weight                            shape=(96, 48)                     numel=4608
blocks.7.0.mlp.fn.fc1.bias                              shape=(96,)                        numel=96
blocks.7.0.mlp.fn.dwconv.depthwise_conv.0.weight        shape=(96, 1, 5, 5)                numel=2400
blocks.7.0.mlp.fn.dwconv.depthwise_conv.0.bias          shape=(96,)                        numel=96
blocks.7.0.mlp.fn.fc2.weight                            shape=(48, 96)                     numel=4608
blocks.7.0.mlp.fn.fc2.bias                              shape=(48,)                        numel=48
blocks.7.0.irca_attn.to_k.weight                        shape=(36, 48)                     numel=1728
blocks.7.0.irca_attn.to_v.weight                        shape=(48, 48)                     numel=2304
blocks.7.0.iasa_attn.to_q.weight                        shape=(36, 48)                     numel=1728
blocks.7.0.iasa_attn.to_k.weight                        shape=(36, 48)                     numel=1728
blocks.7.0.iasa_attn.to_v.weight                        shape=(48, 48)                     numel=2304
blocks.7.0.iasa_attn.proj.weight                        shape=(48, 48)                     numel=2304
blocks.7.0.conv1x1.weight                               shape=(48, 48, 1, 1)               numel=2304
blocks.7.1.layer.0.norm.weight                          shape=(48,)                        numel=48
blocks.7.1.layer.0.norm.bias                            shape=(48,)                        numel=48
blocks.7.1.layer.0.fn.to_q.weight                       shape=(36, 48)                     numel=1728
blocks.7.1.layer.0.fn.to_k.weight                       shape=(36, 48)                     numel=1728
blocks.7.1.layer.0.fn.to_v.weight                       shape=(48, 48)                     numel=2304
blocks.7.1.layer.0.fn.proj.weight                       shape=(48, 48)                     numel=2304
blocks.7.1.layer.1.norm.weight                          shape=(48,)                        numel=48
blocks.7.1.layer.1.norm.bias                            shape=(48,)                        numel=48
blocks.7.1.layer.1.fn.fc1.weight                        shape=(96, 48)                     numel=4608
blocks.7.1.layer.1.fn.fc1.bias                          shape=(96,)                        numel=96
blocks.7.1.layer.1.fn.dwconv.depthwise_conv.0.weight    shape=(96, 1, 5, 5)                numel=2400
blocks.7.1.layer.1.fn.dwconv.depthwise_conv.0.bias      shape=(96,)                        numel=96
blocks.7.1.layer.1.fn.fc2.weight                        shape=(48, 96)                     numel=4608
blocks.7.1.layer.1.fn.fc2.bias                          shape=(48,)                        numel=48
mid_convs.0.weight                                      shape=(48, 48, 3, 3)               numel=20736
mid_convs.0.bias                                        shape=(48,)                        numel=48
mid_convs.1.weight                                      shape=(48, 48, 3, 3)               numel=20736
mid_convs.1.bias                                        shape=(48,)                        numel=48
mid_convs.2.weight                                      shape=(48, 48, 3, 3)               numel=20736
mid_convs.2.bias                                        shape=(48,)                        numel=48
mid_convs.3.weight                                      shape=(48, 48, 3, 3)               numel=20736
mid_convs.3.bias                                        shape=(48,)                        numel=48
mid_convs.4.weight                                      shape=(48, 48, 3, 3)               numel=20736
mid_convs.4.bias                                        shape=(48,)                        numel=48
mid_convs.5.weight                                      shape=(48, 48, 3, 3)               numel=20736
mid_convs.5.bias                                        shape=(48,)                        numel=48
mid_convs.6.weight                                      shape=(48, 48, 3, 3)               numel=20736
mid_convs.6.bias                                        shape=(48,)                        numel=48
mid_convs.7.weight                                      shape=(48, 48, 3, 3)               numel=20736
mid_convs.7.bias                                        shape=(48,)                        numel=48
upconv.weight                                           shape=(192, 48, 3, 3)              numel=82944
upconv.bias                                             shape=(192,)                       numel=192
last_conv.weight                                        shape=(3, 48, 3, 3)                numel=1296
last_conv.bias                                          shape=(3,)                         numel=3
